[5, 0, 0]	19.09149097120672
[5, 0, 1]	19.42010595117413
[5, 0, 2]	17.686158986637274
[5, 0, 3]	17.25599944664103
[5, 0, 4]	18.099999027301898
[5, 0, 5]	17.105128026116333
[5, 0, 6]	15.658808411947584
[5, 1, 0]	17.87588900705367
[5, 1, 1]	19.429909785928686
[5, 1, 2]	17.373021160869822
[5, 1, 3]	16.436848288253056
[5, 1, 4]	18.217479700823546
[5, 1, 5]	16.275959370214274
[5, 1, 6]	15.141293067405417
[5, 10, 0]	16.241741228653577
[5, 10, 1]	16.639627234011154
[5, 10, 2]	27.168365753878387
[5, 10, 3]	16.499299606770162
[5, 10, 4]	16.48680345506514
[5, 10, 5]	14.029692293163937
[5, 10, 6]	14.908801744148995
[5, 11, 0]	16.680433054406084
[5, 11, 1]	17.19449236461242
[5, 11, 2]	16.92334503331534
[5, 11, 3]	18.596232180453956
[5, 11, 4]	16.728098769455887
[5, 11, 5]	14.021549507826318
[5, 11, 6]	14.98238805727666
[5, 12, 0]	16.480360929345835
[5, 12, 1]	17.22963705731718
[5, 12, 2]	17.05563095494162
[5, 12, 3]	17.975730053716557
[5, 12, 4]	17.69103689287293
[5, 12, 5]	14.499792055020734
[5, 12, 6]	15.27335388620518
[5, 13, 0]	16.795085865627826
[5, 13, 1]	17.27948235089487
[5, 13, 2]	17.774827762048346
[5, 13, 3]	18.595673825475238
[5, 13, 4]	18.205408289793773
[5, 13, 5]	14.99034880898968
[5, 13, 6]	15.937601258660894
[5, 14, 0]	17.20858440343585
[5, 14, 1]	17.34785479975938
[5, 14, 2]	18.110961353384074
[5, 14, 3]	19.033494081619924
[5, 14, 4]	18.613387909146194
[5, 14, 5]	15.336584485461453
[5, 14, 6]	17.128896489169726
[5, 15, 0]	16.91500182066798
[5, 15, 1]	17.307682451791745
[5, 15, 2]	17.75765307206797
[5, 15, 3]	18.750789042356082
[5, 15, 4]	18.479680845892585
[5, 15, 5]	15.509464318824842
[5, 15, 6]	17.056592424577616
[5, 16, 0]	18.26141013123625
[5, 16, 1]	18.859940648116382
[5, 16, 2]	19.6542708916958
[5, 16, 3]	20.04885999577759
[5, 16, 4]	19.834795454141705
[5, 16, 5]	15.635747754243198
[5, 16, 6]	17.32405836477559
[5, 17, 0]	17.555959492507064
[5, 17, 1]	17.747241962602008
[5, 17, 2]	18.3960718339617
[5, 17, 3]	18.887732509348027
[5, 17, 4]	18.411963137349552
[5, 17, 5]	15.359309303734426
[5, 17, 6]	17.4439645341407
[5, 18, 0]	16.500203407324047
[5, 18, 1]	16.477160631363912
[5, 18, 2]	17.053779035240108
[5, 18, 3]	17.221604263570683
[5, 18, 4]	16.83762356868249
[5, 18, 5]	14.73267798036185
[5, 18, 6]	16.363879207901295
[5, 19, 0]	16.117071206744605
[5, 19, 1]	15.933338279383616
[5, 19, 2]	16.270620125859278
[5, 19, 3]	16.472398718229226
[5, 19, 4]	16.161423076937226
[5, 19, 5]	14.486719040663449
[5, 19, 6]	16.246780024174765
[5, 2, 0]	17.069302560401354
[5, 2, 1]	17.102999568033265
[5, 2, 2]	16.490724900576904
[5, 2, 3]	15.885527411273001
[5, 2, 4]	17.510186185909916
[5, 2, 5]	15.787822292178655
[5, 2, 6]	15.219828879150024
[5, 20, 0]	16.278329889820224
[5, 20, 1]	15.92229313006401
[5, 20, 2]	15.999283947134947
[5, 20, 3]	16.363236084025758
[5, 20, 4]	16.041364614564298
[5, 20, 5]	15.008297507476271
[5, 20, 6]	16.514845325711754
[5, 21, 0]	16.81774921469818
[5, 21, 1]	16.388015828166143
[5, 21, 2]	16.231406528150977
[5, 21, 3]	17.121041382564638
[5, 21, 4]	16.579383172574527
[5, 21, 5]	15.030104427307885
[5, 21, 6]	16.83408532267027
[5, 22, 0]	17.337623268018195
[5, 22, 1]	17.00356693816382
[5, 22, 2]	16.730750002516206
[5, 22, 3]	17.699894119517573
[5, 22, 4]	16.72930392121595
[5, 22, 5]	15.161717603507384
[5, 22, 6]	17.47747548027094
[5, 23, 0]	18.734166782523527
[5, 23, 1]	17.364087663335088
[5, 23, 2]	17.252883134436264
[5, 23, 3]	18.14697136778204
[5, 23, 4]	17.248078089078962
